"UNIT","GEO","TIME","DAYSWEEK","SEX","ACL00","Value","Flag and Footnotes"
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Eating","1:54",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Other and/or unspecified personal care","0:54",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Employment, related activities and travel as part of/during main and second job","2:58",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Main and second job and related travel","2:51",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Activities related to employment and unspecified employment","0:08",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Study","0:10",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","School and university except homework","0:03",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Homework","0:06",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Free time study","0:00",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Household and family care","3:27",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Food management except dish washing","1:01",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Dish washing","0:20",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Cleaning dwelling","0:24",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Household upkeep except cleaning dwelling","0:18",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Laundry","0:07",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Ironing","0:06",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Handicraft and producing textiles and other care for textiles","0:03",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Gardening; other pet care","0:11",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Tending domestic animals","0:07",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Caring for pets","0:01",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Walking the dog","0:01",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Construction and repairs ","0:07",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Shopping and services","0:18",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Childcare, except teaching, reading and talking","0:12",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Teaching, reading and talking with child","0:08",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Household management and help family member","0:02",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Leisure, social and associative life","5:17",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Organisational work","0:01",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Informal help to other households","0:11",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Participatory activities","0:02",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Visiting and feasts","0:29",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Other social life","0:24",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Entertainment and culture","0:01",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Resting","0:33",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Walking and hiking","0:17",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Sports and outdoor activities except walking and hiking","0:06",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Computer games","0:02",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Computing","0:11",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Hobbies and games except computing and computer games","0:04",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Reading books","0:07",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Reading, except books","0:10",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","TV and video","2:35",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Radio and music","0:04",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Unspecified leisure ","0:00",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Travel except travel related to jobs","1:09",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Travel to/from work","0:20",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Travel related to study","0:01",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Travel related to shopping and services","0:17",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Transporting a child","0:02",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Travel related to other household purposes","0:02",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Travel related to leisure, social and associative life","0:24",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Unspecified travel","0:01",""
"Time spent (hh:mm)","Serbia","2010","All days of the week","Total","Unspecified time use","0:01",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Personal care","11:07",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Sleep","8:30",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Eating","1:44",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Other and/or unspecified personal care","0:54",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Employment, related activities and travel as part of/during main and second job","7:27",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Main and second job and related travel","7:24",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Activities related to employment and unspecified employment","0:46",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Study","4:52",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","School and university except homework","4:54",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Homework","3:32",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Free time study","2:33",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Household and family care","3:31",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Food management except dish washing","0:55",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Dish washing","0:33",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Cleaning dwelling","1:00",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Household upkeep except cleaning dwelling","0:57",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Laundry","0:35",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Ironing","1:02",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Handicraft and producing textiles and other care for textiles","1:07",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Gardening; other pet care","1:47",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Tending domestic animals","0:49",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Caring for pets","0:29",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Walking the dog","0:56",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Construction and repairs ","1:35",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Shopping and services","1:09",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Childcare, except teaching, reading and talking","1:11",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Teaching, reading and talking with child","1:01",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Household management and help family member","0:43",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Leisure, social and associative life","5:37",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Organisational work","2:51",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Informal help to other households","2:27",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Participatory activities","1:38",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Visiting and feasts","1:59",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Other social life","0:59",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Entertainment and culture","2:39",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Resting","1:14",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Walking and hiking","1:38",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Sports and outdoor activities except walking and hiking","1:50",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Computer games","1:51",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Computing","1:15",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Hobbies and games except computing and computer games","1:33",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Reading books","1:13",""
"Participation time (hh:mm)","Belgium","2010","All days of the week","Total","Reading, except books","0:55",""
